Key,Tranditional Chinese [zh-TC]
scenario_campaign_011_success_1,隨著最後一個衛兵倒下，你再一次看到屍體變成了沒有靈魂的行屍走肉。 傑西拉進入了在你身後的門口。,,,,,,,,,,,,,,,
scenario_campaign_011_success_2,“你做得很好，傭兵——在這些嘍囉面前證明了自己。 我的護衛死了，你就是我新的左右手，我們將統治這座城市。 舊帝國最後的殘餘終於隕落了，你應該感到自豪。”,,,,,,,,,,,,,,,
scenario_campaign_011_success_3,“但是還有很多工作要做。 商人公會越來越擔心我們的供水品質下降。 我們覺得下水道下面可能有某種邪惡勢力在作祟，正在毒害這座城市。”,,,,,,,,,,,,,,,
scenario_campaign_011_success_4,“我在那緊縮的門後聽說過一些，一條龍在銅頸山脈休息。有些商人真是使人煩心，但這個情報仍然值得調查。無論這條龍對於城市究竟是不是個威脅。”,,,,,,,,,,,,,,,
scenario_campaign_012_objective_1,擊殺傑西拉,,,,,,,,,,,,,,,
scenario_campaign_012_room_2_1,當你到達傑西拉的莊園並踹開大門時，不死怪物迎向你的武器的怪潮終於平息了。 你看到她在門廳裡，氣得發抖。,,,,,,,,,,,,,,,
scenario_campaign_012_room_2_2,“你贏不了我！ 即使我的部隊被消滅了，但屍體就是我火焰的燃料。 我的部隊是無窮無盡的！”,,,,,,,,,,,,,,,
scenario_campaign_012_room_2_3,隨著不死怪物的行進，傑西拉撤退到莊園的更深處。,,,,,,,,,,,,,,,
scenario_campaign_012_success_1,傑西拉崩潰了，生命從她的瞳孔中流逝。 “我……”她對你低聲說道。 “你不知道接下來會發生什麼……”,,,,,,,,,,,,,,,
scenario_campaign_012_success_2,“真氣人。”衛兵隊長來接你了，他的上衣還沾著血。 “這麼多無謂的死亡，自相殘殺。 至少現在結束了。”,,,,,,,,,,,,,,,
scenario_campaign_012_success_3,“聽著，你今天證明了自己。沒有你的警告，沒有你的力量，我們早就被亡靈趕上了。 如果你感興趣，我會有更多的工作交給你去完成。”,,,,,,,,,,,,,,,
scenario_campaign_012_success_4,“首先，我們從北方得到了關於大型飛行生物的報告。人們害怕龍。” 他煩惱地搖了搖頭：“我想請你去北方的關口調查這件事。”,,,,,,,,,,,,,,,
scenario_campaign_012_success_5,““另外，在城市內部，陷沒市集區下面的下水道裡也有不少麻煩。” 該地區的水井似乎被投毒了，下水道也有毒蛇和軟泥怪出沒，這使得進一步調查變得困難。 我需要你找出毒素的源頭。”,,,,,,,,,,,,,,,
scenario_campaign_013_room_2_1,你打開通往裡面房間的門，更多的敵人出現在你的眼前。 飛翔的紅蜥蜴、哀嚎的精靈，還有可怕的巨熊。牠們似乎對突然被傳送至此十分生氣。,,,,,,,,,,,,,,,
scenario_campaign_013_start_1,“我知道，我知道，”那個聲音說。 “你有問題，我有答案。不幸的是，如果你現在不離開，你就不會一頭詢問問題。”,,,,,,,,,,,,,,,
scenario_campaign_013_start_2,你舉起了你的武器。不給他個下馬威，你恐怕沒辦法爬上這懸崖。,,,,,,,,,,,,,,,
scenario_campaign_013_success_1,隨著最後一個這個生物從山崖墜落，這個神廟陷入了令人毛骨悚然的寂靜。你忍不住喊出了聲，但是那個奇怪的聲音並沒有回應你。,,,,,,,,,,,,,,,
scenario_campaign_013_success_2,你開始用你的武器敲打牆壁，並且大聲的呼喊著。得到你想要的的答案之前毫無疑問你不會離開。,,,,,,,,,,,,,,,
scenario_campaign_013_success_3,“夠 了！”那個聲音中強大的力量震撼著大地，“你應該知道，我捏死你像捏死一隻螞蟻。不過一般來說剛才的那些威脅已經足夠讓你們這些小東西害怕得到處亂跑了。”,,,,,,,,,,,,,,,
scenario_campaign_013_success_4,“我並不嗜好殺戮，所以我們來做一筆交易。我滿足你一個條件，而你則要立馬離開這個地方，別再節外生枝，永遠都不要回來。”,,,,,,,,,,,,,,,
scenario_campaign_013_success_5,“所以你想要什麼？強大的力量？偉大的財富？還是說，你狩獵的那個死靈法師的方位，對你來說更重要？”,,,,,,,,,,,,,,,
scenario_campaign_014_success_1,你最後的一個對手死了，你接近了這個空洞的後部，其中有一個小球漂浮在地板的上方。,,,,,,,,,,,,,,,
scenario_campaign_014_success_2,你慢慢的向小球伸出了手，發現它摸起來非常的冷。用力緊緊的抓住它，冷酷的低溫幾乎難易忍受。但你很快就把它裝進了你的行囊裡，踏上了回到曲骨酒館的路。,,,,,,,,,,,,,,,
scenario_campaign_015_objective_1,拾取華麗的寶箱,,,,,,,,,,,,,,,
scenario_campaign_015_scenario_modifier_1,當壓力板被啟動時，那扇通向中央室的唯一大門將會打開。只有同時啟動單扇門後面房間中的所有壓力板後，雙扇門才會打開。,,,,,,,,,,,,,,,
scenario_campaign_015_success_1,你沖上前去，抓住了躺在內室基座上的力量紋章。一股壓倒性的力量迅速湧向了你，你的所有敵人都像他們出現時那樣迅速的消失了。,,,,,,,,,,,,,,,
scenario_campaign_015_success_2,你感覺到一股強大的力量在你的內心湧現。轉瞬之間你的視野變暗，你看見了一個奇怪的符文頁。,,,,,,,,,,,,,,,
scenario_campaign_015_success_3,力量消散了，你的視野回歸正常。但你還來不及寫下這些符號，他們就從你的記憶裡褪色消失了。,,,,,,,,,,,,,,,
scenario_campaign_016_room_2_1,去路被雪崩所堵截，你進入了洞穴以面對你的入侵者。在洞穴裡，你看到了一個通向大山深處的坑道網路。,,,,,,,,,,,,,,,
scenario_campaign_016_room_2_2,或許殺了你的敵人之後，這個洞穴值得探索一下。,,,,,,,,,,,,,,,
scenario_campaign_016_success_1,羚牛族和惡魔們在一起圖謀什麼？在這麼靠近北方的地方？你在他們的東西之間徘徊，試圖找出他們的動機。,,,,,,,,,,,,,,,
scenario_campaign_016_success_2,你能找到的只有一些原始的劃痕和壁刻，它們提到了“那個聲音”。你瞥了一眼洞穴，在隧道的更深處，或許有更多的線索。,,,,,,,,,,,,,,,
scenario_campaign_016_success_3,北方的冰冠峰在這個距離上巍然聳立著，觸手可及。可你仍然感覺有什麼呼喚著你去探索這個洞穴。這不合常理，但的確有一種微妙卻毋庸置疑的衝動。,,,,,,,,,,,,,,,
scenario_campaign_016_success_4,你低頭看著這些羚牛族的塗鴉。一個聲音響起——是的，不知為什麼聽起來很熟悉。你似乎馬上就能夠親耳聽到它了。,,,,,,,,,,,,,,,
scenario_campaign_017_room_2_1,誰知道這麼多該死的生物會存在於這麼一個小島上？進入他們在被遺棄的船上的住所，你看到了更多的人影從陰影中浮現。,,,,,,,,,,,,,,,
scenario_campaign_017_room_2_2,然而，伴隨著這些人一起，你看到了金子在閃閃發光。這個部落在這艘船中積累起了很大的一筆財富。,,,,,,,,,,,,,,,
scenario_campaign_017_success_1,隨著讓人分心的閃爍劍光和爪擊的平息，你得以進一步調查甲板下的黃金庫存。,,,,,,,,,,,,,,,
scenario_campaign_017_success_2,誰知道鼠人族要拿這些黃金做什麼，不過你倒是有一個使用它們的好主意。,,,,,,,,,,,,,,,
scenario_campaign_018_room_3_1,穿過這些通道，你發現你自己置身於一個巨大的開放式房間，房間的中央有著一個水池。,,,,,,,,,,,,,,,
scenario_campaign_018_room_3_2,蓄水池的周圍站著一群鼠人族，它們抬起頭，看向你的方向。看來這就是水源中毒的原因了。,,,,,,,,,,,,,,,
scenario_campaign_018_success_1,鼠人族都死了，它們暗沉的血液混合著水在地上肆意流淌。,,,,,,,,,,,,,,,
scenario_campaign_018_success_2,經過進一步的調查，你沒有在屍體上找到任何種類的毒藥。或許這些鼠人族並不是投毒的元兇，它們只是剛好定居在這裡，避開了衛兵的眼目？,,,,,,,,,,,,,,,
scenario_campaign_018_success_3,在房間的後面，牆上裂開了一條大裂縫，顯露出一條深入的通道。,,,,,,,,,,,,,,,
scenario_campaign_018_success_4,如果你有辦法在水下呼吸，你就可以進入到蓄水池找到它的源頭。,,,,,,,,,,,,,,,
scenario_campaign_019_objective_1,保護黑爾直到她抵達祭壇,,,,,,,,,,,,,,,
scenario_campaign_019_objective_2,讓黑爾活下來,,,,,,,,,,,,,,,
scenario_campaign_019_room_3_1,這些被詛咒的亡靈可不需要休息。當你踢開大門來到下一個房間的時候，你聽到入口處傳來的騷動。“我們後面！更多的來了！”黑爾喊道。,,,,,,,,,,,,,,,
scenario_campaign_019_start_1,“你不該來這裡，鬼面。”其中一個邪教徒說。,,,,,,,,,,,,,,,
scenario_campaign_019_start_2,“唉，”黑爾歎了口氣，“趕緊把這些傻逼打發了，我心累了。”,,,,,,,,,,,,,,,
scenario_campaign_019_success_1,黑爾沖上前去抓住了能爐的持有者。她將對方距離起來，用一種未知的語言說了一段話。火焰突然爆發，燒死了剩下的不死生物，將他們徹底化為了灰燼。,,,,,,,,,,,,,,,
scenario_campaign_019_success_2,黑爾擠出了一個最小程度的微笑：“好了，讓人作嘔的環節處理完畢，讓我們來享受真正的樂趣吧。告訴我這個裂縫的情報。”,,,,,,,,,,,,,,,
scenario_campaign_020_objective_1,擊殺傑西拉,,,,,,,,,,,,,,,
scenario_campaign_020_room_4_1,不幸的是傑西拉有著充足的時間在此復活屍體，但是它們比起你的技藝不堪一擊。你撞開了最後一道門，直面死靈法師本體。,,,,,,,,,,,,,,,
scenario_campaign_020_room_4_2,“我不知道你是怎麼找到我的，不過無所謂了。你以為我逃跑是因為我不敢跟你打一架。我只希望你趕快清醒清醒。”,,,,,,,,,,,,,,,
scenario_campaign_020_room_4_3,“遺憾的是你的思想並不能超越你的劍刃。你摧毀的行屍只好用你自己的屍體來替代了。”,,,,,,,,,,,,,,,
scenario_campaign_020_success_1,傑西拉癱軟的倒下了，生命從她的瞳孔中流逝。 “我……”她對你低聲說道。 “你不知道接下來會發生什麼……”,,,,,,,,,,,,,,,
scenario_campaign_020_success_2,再來一刀，你從她身體上砍下了她的頭顱。急匆匆的離開了這個充滿傷痕累累的屍體的地方。,,,,,,,,,,,,,,,
scenario_campaign_021_objective_1,擊殺惡魔領主,,,,,,,,,,,,,,,
scenario_campaign_021_room_5_1,你揭開黑暗的面紗，顯露出宮殿的主室。在正中心，你看見了一個巨大的獰笑的惡魔。,,,,,,,,,,,,,,,
scenario_campaign_021_room_5_2,“螻蟻們，趁現在還有機會趕快逃吧！在我的領域內，沒有人能傷我分毫！”,,,,,,,,,,,,,,,
scenario_campaign_021_room_5_3,他將長著尖爪的巨手放在身前的一個黑色玻璃構成的祭壇之上。一股色彩斑斕的能量旋渦從中噴湧而出，將惡魔領主籠罩在防禦結界之中。,,,,,,,,,,,,,,,
scenario_campaign_021_success_1,隨著你們最後一次打幾，空間裂縫變得十分混亂，它開始瘋狂的旋轉並以奇怪的角度噴湧著能量。從中傳出的尖銳聲響不斷增強著，在宮殿內持續迴響。,,,,,,,,,,,,,,,
scenario_campaign_021_success_2,一陣炫目的光芒之後，裂縫向內坍縮成了一個奇點，隨後向外爆炸開來，釋放出一股強烈的衝擊波將路徑上的所有惡魔盡數毀滅。,,,,,,,,,,,,,,,
scenario_campaign_021_success_3,隨著波浪擊中了惡魔主宰，他的光環消散了，一道尖叫刺穿了你的意識。他的腿蜷縮回他的身下，身體癱軟向了地上，崩壞成了無數塊碎石。,,,,,,,,,,,,,,,
scenario_campaign_021_success_4,當這一切發生時，尖叫聲停止了，宮殿變得異常得寂靜。隨著威脅的解除，剩下唯一有意義的事就是打掃戰場然後回去。,,,,,,,,,,,,,,,
scenario_campaign_022_altar,元素祭壇,,,,,,,,,,,,,,,
scenario_campaign_022_objective_1,摧毀所有祭壇,,,,,,,,,,,,,,,
scenario_campaign_022_room_2_1,從入口繼續往裡走，你們來到了一個有著許多出口的巨大房間。房間中央站著另一群邪教徒，他們正圍繞著一個大約顱骨大小的紅色陶罐念誦咒文。,,,,,,,,,,,,,,,
scenario_campaign_022_room_2_2,“這件神器是我們的，它讓我們的爪牙比以往任何時候都更加強大。”說話的邪教徒笑道。“你無法阻止即將發生的事情。 即使你打倒我們，黯也會給你帶來終結。”,,,,,,,,,,,,,,,
scenario_campaign_022_room_2_3,邪教徒們舉起手，一道屏障圍繞著這件神器。,,,,,,,,,,,,,,,
scenario_campaign_022_scenario_modifier_1,"Until destroyed, each altar (including unrevealed) increases the maximum hit point and attack stats of all demons by 1, and increases their movement and range stats by 0.5, rounded up. Melee attacks do not increase in range. ",,,,,,,,,,,,,,,
scenario_campaign_022_start_1,“你太遲了，蠢貨，”其中一名邪教徒喧嘩。 “我們現在控制著這座神廟，它的所有力量都為我們所用。”,,,,,,,,,,,,,,,
scenario_campaign_022_success_1,隨著惡魔祭壇的粉碎，惡魔消失，神器周圍的保護屏障終於消散。,,,,,,,,,,,,,,,
scenario_campaign_022_success_2,你接近神廟的中心，想伸手去拿容器卻停了下來。 你感覺到這東西散發出一股強大的黑暗氣息，而在這神器背後，也感受到了一種深沉而又悲傷的情感。,,,,,,,,,,,,,,,
scenario_campaign_022_success_3,這件神器已經被腐蝕了，它似乎意識到了這一事實。 所有這些感覺都作為警告在你的腦海中閃現。 它可以用於大惡。 但是你會使用這個邪惡的神器還是阻止它？,,,,,,,,,,,,,,,
scenario_campaign_022_success_4,經過一番努力，你用一塊厚布包住容器放進你的包裡。 也許最好將它帶給附魔師而不是自己弄壞它。,,,,,,,,,,,,,,,
scenario_campaign_023_objective_1,同時佔據所有壓力板,,,,,,,,,,,,,,,
scenario_campaign_023_room_2_1,你穿過機械室，找到向你左右延伸的走廊。,,,,,,,,,,,,,,,
scenario_campaign_023_room_2_2,你會聽到來自兩個方向的警報聲。 你要分開隊伍成員來關閉它。,,,,,,,,,,,,,,,
scenario_campaign_023_success_1,隨著最後一個開關按下，警報終於平息了，謝天謝地。 大炮的指示燈熄滅了，他們的槍指向下方，變為了休眠狀態。,,,,,,,,,,,,,,,
scenario_campaign_023_success_2,機器濺射報廢，齒輪停止旋轉。 在幾秒鐘內，整個房間變得和之前一樣死氣沉沉，讓你繼續安全地探索。,,,,,,,,,,,,,,,
scenario_campaign_023_success_3,沿著左邊房間後面的狹窄通道走下去，你發現走廊下降到有一池微鹹的水面。,,,,,,,,,,,,,,,
scenario_campaign_023_success_4,可以看到水下的遠處隱隱約約的光線。 快速游泳應該帶你更深入地進入這個地下世界。,,,,,,,,,,,,,,,
scenario_campaign_024_objective_1,打開每個房間,,,,,,,,,,,,,,,
scenario_campaign_024_scenario_modifier_1,洞穴牆壁薄弱的位置類似於可以進出的門口,,,,,,,,,,,,,,,
scenario_campaign_024_success_1,最後一縷霧氣散去，一陣風立馬刮起，在整個監獄的房間裡迴圈流動。 風速迅速增長，從微風開始，在幾秒鐘內升級為旋風。,,,,,,,,,,,,,,,
scenario_campaign_024_success_2,然後你聽到聲音：風中傳來的聲音——一個巨大而可怕的聲音。 一聲巨響，剩下的怪物全部被消滅——瓦解，散落在風暴中。,,,,,,,,,,,,,,,
scenario_campaign_024_success_3,“謝謝你，我的朋友們。 終於擺脫了那些蟲子，真是太好了。” 這個聲音在說話時使你的骨頭發出嘎嘎聲。,,,,,,,,,,,,,,,
scenario_campaign_024_success_4,“既然已經結束了，我請求你再次幫助我。 我仍然是這裡被困在風中的囚徒。 為了以更為物質體的形式離開這片土地，我需要將我的力量容器重歸於我。”,,,,,,,,,,,,,,,
scenario_campaign_024_success_5,當聲音減弱時，你跪倒在地，你的頭因振動而嗡嗡作響。 聲音只是摧毀了你的對手，就好像他們什麼都不是。 如果你給它更多的力量，你無法想像它會有什麼能力。,,,,,,,,,,,,,,,
scenario_campaign_024_success_6,“別擔心，我不想給你所在的土地帶來災難。 我只希望在路上，自由自在，不受這個位面的束縛。”,,,,,,,,,,,,,,,
